ANO;MES;DIA;SEXO;PERIODO;CODIGO;DESCRICAO;UNIDADE_MEDIDA;CATEGORIA;PRECO_UNITARIO;QTD_VENDIDAS;VALOR_VENDIDO
2014;10;28;F;TARDE;7478-Z-03450;CERV. HEINEKEN LONG NECK 355ML;UN;3022;1.59;5.163.00;8.204.87 
2014;3;2;F;TARDE;7494-L-14467;CASTANHA PORTUGUESA KG;KG;42080;16.72;85.82;1.434.91 
2014;4;16;M;MANHÃ;7495-D-04809;BEBIDA SUFRESH 1L SOJA UVA;UN;92022;1.28;1.964.00;2.506.06 
2014;3;2;F;TARDE;7495-M-01650;MELADO DA TERRA 1.2 KG;UN;13071;5.48;74.00;405.52 
2013;4;26;F;MANHÃ;7500-V-00301;FEIJAO ROSINHA KG;KG;99333170;2.77;157.41;436.03 
2013;8;17;F;MANHÃ;7505-U-00365;ARROZ TIO JOAO TIPO 1 5KG;UN;12036001;7.85;4.632.00;36.350.91 
2014;9;9;M;MANHÃ;7511-K-02464;NUGGETS SADIA 300G C/QUEIJO;UN;3232061;3.32;871.00;2.893.46 
2015;3;27;F;TARDE;7514-C-00068;CD CLOSE UP 90G RED HOT;UN;16033;0.99;6.291.00;6.250.97 
2013;11;18;M;TARDE;7516-G-06590;COOKIES BAUDUCCO 110G ORIGINAL;UN;135091;1.32;3.082.00;4.052.83 
2013;6;23;F;TARDE;7516-Y-01895;GRANOLA SEM ACUCAR KG;KG;14091;4.68;526.73;2.465.10 
2014;10;20;F;TARDE;7516-Y-01895;GRANOLA SEM ACUCAR KG;KG;24091;4.74;350.10;1.659.47 
2014;6;6;M;NOITE;7519-Y-17999;DVD WINNIE THE POOH;UN;9943258;4.66;100.00;466.00 
2013;12;26;F;MANHÃ;7520-W-11015;KIT SH/COND/SABONETE ZERO A 2 LAV;UN;9111043;6.05;66.00;399.30 
2013;3;8;F;MANHÃ;7522-K-06335;SORVETE ST LUIGER SUNDAE 1.5L CHOC;UN;1005012;6.92;98.00;678.16 
2013;4;29;M;TARDE;7522-Z-05164;FRALDA MONICA PROTMEGA C/48 G;UN;9169;21.31;345.00;7.351.95 
2014;10;24;M;MANHÃ;7527-B-07470;REFRESCO TANG 30G PESSEGO;UN;1096012;0.44;2.771.00;1.219.24 
2014;11;5;M;NOITE;7537-V-00600;ACUCAR DA BARRA 1KG;UN;991071;1.01;118.516.00;119.799.92 
2013;5;15;M;NOITE;7542-B-06055;YAKISSOBA L F OSHIRO 450G;UN;32091;3.11;519.00;1.614.09 
2013;5;8;F;TARDE;7542-B-06055;YAKISSOBA L F OSHIRO 450G;UN;9092170;3.11;582.00;1.810.02 
2014;11;30;F;MANHÃ;7542-B-06055;YAKISSOBA L F OSHIRO 530G;UN;9092170;2.54;634.00;1.610.36 
2015;3;15;M;MANHÃ;7542-F-00470;ABACAXI HAWAI UN;UN;34080;2.92;5.308.00;15.490.51 
2013;12;13;F;MANHÃ;7550-D-24606;LEITE PO NINHO 1 FASE 700G+100G GTS;UN;1011091;9.86;66.00;650.76 
2015;12;29;M;TARDE;7554-F-03225;PAO WICK BOLD ESTAR LEVE 300G FORMA;UN;1095091;2.70;993.00;2.683.58 
2013;12;11;F;MANHÃ;7554-F-03225;PAO WICK BOLD LIGHT 300G FORMA;UN;1095091;2.75;1.551.00;4.260.08 
2014;10;20;M;NOITE;7554-L-07371;AGUA SANITARIA YPE 2L;UN;22043;1.90;206.00;391.40 
2015;6;29;M;MANHÃ;7554-L-07371;AGUA SANITARIA YPE 2L;UN;11098282;1.90;1.765.00;3.359.38 
2013;2;10;M;MANHÃ;7563-F-00305;MARACUJA KG;KG;90180;3.69;16.502.93;60.813.30 
2014;11;23;M;NOITE;7564-H-03794;LEITE PO ITAMBE 1KG INTEGRAL;UN;1122040;9.37;44.00;412.28 
2015;10;27;M;MANHÃ;7564-H-03794;LEITE PO ITAMBE INTEGRAL 1KG;UN;1122040;9.76;592.00;5.777.18 
2014;2;25;F;TARDE;7565-S-05763;FERMENTO PO ROYAL POTE 250G;UN;32012;2.35;3.679.00;8.645.65 
2015;2;22;F;TARDE;7572-Y-00675;PAO GRAO SABOR 500G QUADRADO;UN;1095091;3.01;2.204.00;6.626.69 
2014;12;25;M;NOITE;7578-Y-06760;OLEO SANOL 120ML CITRONELA;UN;11921033;4.79;320.00;1.532.80 
2013;6;21;M;NOITE;7579-P-01048;BISC. POLVILHO DU VALLE 100G;UN;135091;1.16;3.954.00;4.596.53 
2015;2;25;F;MANHÃ;7579-P-01048;BISC. POLVILHO DU VALLE 100G;UN;9095091;1.20;1.509.00;1.810.80 
2013;7;22;F;NOITE;7583-H-00021;LMPD VEJA 500ML MULTI USO;UN;22043;1.68;378.00;635.04 
2013;12;6;F;TARDE;7583-Q-14168;SORVETE ST LUIGER 2L TRIPOLITANO;UN;1005012;6.46;1.290.00;8.329.10 
2015;2;4;M;TARDE;7585-J-05519;GELEIA QUEENSB 280G DIET MORANGO;UN;1997002;5.71;80.00;456.80 
2013;5;28;F;NOITE;7589-P-23325;PERA PAKAS KG;KG;38080;5.16;121.21;625.44 
2014;2;1;F;NOITE;7592-R-07904;GOMA TAPIOCA MADE BRASIL HIDRAT 1KG;UN;3091;4.23;1.694.00;7.161.39 
2014;8;11;F;MANHÃ;7593-I-09585;RAID AER 300ML GTS 150ML CASCA LAR;UN;91198083;4.10;514.00;2.107.40 
2013;9;30;F;MANHÃ;7593-U-19479;IOG. DANONINHO 440G AVENTURAS;UN;9016040;3.34;864.00;2.885.76 
2015;11;15;F;TARDE;7597-E-14507;MAC. PETYBON 500G ESPAGUETI 8;UN;112091;0.98;4.838.00;4.747.29 
2013;5;29;M;TARDE;7599-G-12517;REFRESCO TANG 25G FRUTAS CITRICAS;UN;1096012;0.45;12.125.00;5.395.63 
2014;10;24;F;TARDE;7601-C-06536;FILTRO PAPEL BRIGITTA 103 C/30;UN;99023284;1.04;4.218.00;4.386.72 
2015;6;27;M;MANHÃ;7603-M-00418;ATUM COQUEIRO 170G SOLIDO;UN;1414061;2.85;1.385.00;3.940.33 
2015;4;5;M;NOITE;7603-T-10826;IOG. NESTLE POLPA 540 GREGO LIG SAB;UN;13040;3.79;237.00;898.23 
2015;8;13;F;TARDE;7604-Z-00020;LMPD VEJA 500ML MU CAMPESTRE;UN;22043;1.81;3.310.00;5.994.41 
2014;4;2;M;TARDE;7617-S-00934;VELA P/FILTRO STEFANI STERILAQUA;UN;2196;6.22;115.00;715.30 
2015;8;9;M;MANHÃ;7621-I-12370;IOG. VIGOR GREGO KIDS 360G CREME;UN;13040;2.29;2.919.00;6.684.51 
2015;10;25;F;MANHÃ;7621-M-10072;AGUA SANITARIA 5LITRO SUPREMA;UN;22043;3.43;136.00;466.48 
2013;11;24;F;MANHÃ;7621-M-10072;AGUA SANITARIA 5LITRO SUPREMA;UN;11098282;3.53;477.00;1.683.81 
2014;1;7;F;NOITE;7622-B-01824;SUCO AURORA 1 5L UVA;UN;969002;4.97;4.897.00;24.328.30 
2014;10;5;M;TARDE;7623-P-06090;ACTIVIA 800G L8 P6 AMEIXA;UN;93040;4.10;824.00;3.378.40 
2013;8;1;F;TARDE;7623-P-06090;ACTIVIA 800G L8 P7 AMEIXA;UN;93040;4.87;929.00;4.519.59 
2014;1;2;M;NOITE;7626-S-09341;QUEIJO VAL DI FIEMME PRATO ESFERICO;KG;9096040;13.21;277.28;3.662.87 
2014;11;11;F;NOITE;7628-J-00224;PAO PANCO 500G SOVADO;UN;9095091;3.35;5.837.00;19.529.63 
2013;8;28;F;TARDE;7643-M-12774;CHOC. NESTLE ALPINO 150G;UN;1236081;2.51;578.00;1.450.78 
2014;1;12;M;TARDE;7644-K-17140;ESC/DENT ORAL B COMPL ACAO/LIM L2P1;UN;123069;5.91;529.00;3.128.51 
2015;6;21;F;NOITE;7645-P-07954;SARDINHA GOMES/COSTA 125G ERVAS LIG;UN;1314061;1.12;391.00;437.92 
2015;7;21;F;MANHÃ;7650-A-06781;MISTURA P/CALOPSITA/AGAPONIS KG;KG;1099032;2.18;181.44;395.54 
2015;10;8;F;NOITE;7650-A-06781;MISTURA P/CALOPSITA/AGAPONIS KG;KG;3099032;2.38;361.08;857.57 
2013;7;5;F;MANHÃ;7655-N-00295;FEIJAO PRETO KG;KG;91333170;1.72;2.123.88;3.645.99 
2013;4;22;F;MANHÃ;7657-Y-00665;AGUA MINERAL MINALBA 510ML;UN;11022;0.52;6.063.00;3.152.76 
2014;5;8;M;MANHÃ;7661-E-09343;QUEIJO VAL DI FIEMME GOUDA KG;KG;2096040;14.55;368.67;5.365.20 
2015;8;5;F;TARDE;7661-R-04850;REMOVEDOR BUFALO PINHO 1L;UN;91910172;5.50;77.00;423.50 
2014;9;13;F;NOITE;7661-Y-10402;CHEIRO VERDE J WATANABE UND;UN;9999070;0.84;21.666.00;18.289.72 
2013;3;22;F;TARDE;7662-L-10215;TOUCINHO SUINO PERNIL KG;KG;11019020;5.36;4.757.56;25.488.63 
2015;12;13;M;NOITE;7672-B-02294;LEITE PO ITAMBE INTEGRAL FORT 400G;UN;1122040;4.34;94.00;407.96 
2014;5;24;F;NOITE;7677-M-00472;UVA PASSA BRANCA KG;KG;26080;11.07;126.91;1.404.89 
2013;10;19;F;NOITE;7677-V-02019;PERA ASIATICA KG;KG;38080;6.09;71.45;435.13 
2013;1;1;M;TARDE;7678-O-02578;NECTAR SUFRESH 1L UVA;UN;92022;1.74;4.631.00;8.057.94 
2015;6;19;M;MANHÃ;7679-Q-06528;MASSA PASTEL PALHA ROLO 1KG;UN;912091;2.74;333.00;912.42 
2015;1;4;F;TARDE;7682-L-01297;PEDRA SANITARIA TAY 25G ORQUIDEA;UN;22043;0.55;4.248.00;2.325.78 
2015;6;4;M;TARDE;7683-O-03386;APRESUNTADO REZENDE FAT KG;KG;942061;8.60;195.22;1.678.89 
2015;7;29;F;MANHÃ;7686-U-01587;BISC. TRIUNFO 200G CREAM CRACKER;UN;135091;0.93;6.408.00;5.959.44 
2013;10;2;F;TARDE;7699-S-12867;CHOC. LACTA 150G AMARO;UN;1236081;2.66;152.00;404.32 
2013;12;14;M;NOITE;7718-W-14945;BATATA SADIA PALITO 2.5 KG;UN;14002;7.58;375.00;2.841.25 
2015;10;8;F;MANHÃ;7719-C-00667;AGUA MINERAL MINALBA S/ GAS 5L;UN;11022;3.15;477.00;1.502.55 
2015;1;22;F;MANHÃ;7727-U-17339;COLOMBA PASCAL BAUDUCCO 500G FRUTAS;UN;1025091;7.83;146.00;1.143.18 
2013;7;13;F;NOITE;7728-B-11826;CEREAL NESTLE SNOW FLAKES 300G;UN;14091;2.93;1.147.00;3.354.98 
2014;7;25;M;TARDE;7733-K-03405;MAC. NISSIN 80G LAMEN GALINHA CAIP;UN;32091;0.59;51.642.00;30.425.75 
2013;8;24;F;MANHÃ;7738-K-03284;QUEIJO MUSSARELA PECA KG;KG;1016040;7.96;255.49;2.033.70 
2013;11;5;F;NOITE;7740-E-08940;AGUA COCO MAGUARY 1LITRO;UN;9989002;2.93;2.438.00;7.131.15 
2014;9;25;M;NOITE;7741-I-05976;BEBIDA LACTEA BOMY 1LITRO FRUT MOR;UN;13040;1.00;4.277.00;4.295.33 
2014;1;17;M;NOITE;7741-I-05976;BEBIDA LACTEA BOMY 1LITRO FRUT MOR;UN;92022;1.09;2.491.00;2.715.19 
2013;7;8;F;TARDE;7743-B-00971;LMPD VEJA 500ML MU BIO ALCOOL;UN;22043;1.82;1.397.00;2.545.33 
2015;11;25;F;MANHÃ;7750-X-04524;SABAO PEDRA YPE ALOE VERA C/5;UN;911043;2.66;386.00;1.024.83 
2014;3;16;F;NOITE;7762-I-11519;BEB LACTEA PAULISTA 170G LAR/CEN/ME;UN;13040;0.50;798.00;399.00 
2013;9;22;M;MANHÃ;7763-V-05602;CARVAO PARAIBUNA 2.200KG;UN;92044;2.66;3.838.00;10.218.68 
2015;7;12;M;TARDE;7768-U-01912;SACOLA PIRATININGA IMPRESSA;UN;232024;0.03;785.974.00;23.579.22 
2015;4;26;M;NOITE;7768-U-01912;SACOLA PIRATININGA IMPRESSA;UN;9123293;0.03;59.150.00;1.774.50 
2015;5;5;M;TARDE;7769-Z-04293;QUINUA GRAO KG;KG;9098001;11.58;76.33;883.90 
2013;3;11;M;MANHÃ;7772-F-08548;BOLO PANCO 300G LARANJA;UN;9025091;2.47;1.286.00;3.174.28 
2015;1;17;F;TARDE;7772-F-08548;BOLO PANCO 300G LARANJA;UN;9095091;2.41;1.945.00;4.693.93 
2015;2;11;M;TARDE;7774-O-14327;POLPA BRASFRUT 100G MANGA;UN;91180;0.53;837.00;443.61 
2014;7;12;F;NOITE;7775-X-08285;DA DOVE 100G BEAUTY FINISH;UN;1027033;8.01;68.00;544.68 
2015;8;28;F;MANHÃ;7780-A-15972;AGRIAO J WATANABE UND;UN;9999070;1.43;1.172.00;1.675.96 
2014;10;2;F;NOITE;7783-P-12301;FRALDA PAMPERS PANTS G C/24;UN;9169;13.93;30.00;417.90 
2013;10;9;M;NOITE;7784-K-03708;SH PALMOLIVE 350ML NAT KIDS;UN;15033;3.63;858.00;3.110.25 
2014;8;6;F;TARDE;7789-C-05063;BATATA PALHA NA MESA 300G;UN;25002;4.60;429.00;1.974.47 
2013;4;19;M;NOITE;7791-Z-10640;DA NIVEA 91G STRESS PROTECT FM;UN;1027033;4.92;91.00;447.72 
2015;1;8;F;TARDE;7793-C-13530;SORVETE NESTLE 1.5L MANGA/MARACUJA;UN;1005012;9.04;93.00;840.72 
2013;6;13;M;MANHÃ;7794-C-08626;SCHWEPPES 1.5L CITRUS;UN;12022;2.34;4.821.00;11.285.16 
2015;8;21;M;NOITE;7800-H-07353;CLORO TAY 2LITRO;UN;11082;2.70;234.00;631.80 
2014;1;1;M;NOITE;7800-H-07353;CLORO TAY 2LITRO;UN;11098282;2.71;2.639.00;7.154.09 
2014;1;16;M;NOITE;7808-B-18637;SB PO ARIEL 1KG 7 SOL TOT VR BRASIL;UN;22043;4.44;401.00;1.780.44 
2014;7;22;F;MANHÃ;7809-S-01363;BISC. PASSATEMPO 120G C/COB CHOC;UN;135091;2.03;215.00;436.45 
2013;6;5;M;TARDE;7819-U-00229;PAO PANCO 250G SOVADINHO;UN;9095091;1.99;3.365.00;6.707.57 
2014;4;26;M;TARDE;7822-T-05670;MUCILON MULTI CEREAIS 230G;UN;9011091;2.36;1.698.00;4.009.71 
2015;3;9;M;NOITE;7823-A-04087;RONDELI QUIRIRIM 500G;UN;22091;5.63;278.00;1.564.21 
2015;11;5;M;NOITE;7823-A-04087;RONDELI QUIRIRIM 500G RICOT/ESPINAF;UN;22091;5.84;79.00;461.36 
2014;1;14;F;MANHÃ;7825-H-08460;CASTANHA PARA ESTR ORIENTE PREM140G;UN;918002;4.99;93.00;464.07 
2015;5;3;M;MANHÃ;7825-S-12145;FIGO ROXO CARLOS & EDGAR BDJ 300G;UN;16080;2.60;498.00;1.294.80 
2013;12;15;F;MANHÃ;7827-F-11139;ACTIVIA LIQ LIGHT 1350G MORANGO;UN;93040;4.95;680.00;3.362.60 
2013;10;25;F;MANHÃ;7828-E-13061;FRALDA MAMYPOKO S SECA MEGA G C/42;UN;9169;19.78;66.00;1.305.48 
2013;5;17;F;MANHÃ;7828-Y-18749;LEITE ITAMBE NOLAC 1L DESN ZERO/LAC;UN;1011040;1.89;1.704.00;3.212.04 
2015;1;5;F;MANHÃ;7828-Y-18749;LEITE ITAMBE NOLAC 1L DESN ZERO/LAC;UN;1021040;1.87;328.00;613.36 
2013;10;5;M;MANHÃ;7831-F-06847;DOCE ITAMBE LEITE POTE 395G;UN;2091091;2.00;2.322.00;4.638.20 
2014;6;8;F;TARDE;7832-O-01036;HAMB. PIF PAF FRANGO 672G;UN;1232061;2.99;136.00;406.64 
2013;9;27;M;MANHÃ;7836-V-07989;AMACIANTE FOFO 1L CONC DOYP TRAD;UN;9199083;6.71;150.00;1.005.75 
2014;1;9;M;NOITE;7837-S-01689;LASANHA SADIA 650G PRES/QJO/SUGO;UN;22091;6.24;129.00;804.96 
2013;1;2;M;MANHÃ;7842-E-10381;CREME LEITE BOMY PASTEURIZADO 1L;UN;92051040;6.26;507.00;3.172.13 
2014;2;6;M;TARDE;7844-O-14628;SBT PALMOLIVE 90G LANOLINA;UN;9111043;0.61;837.00;510.57 
2015;10;14;M;TARDE;7845-L-03903;CAFE MELITTA EXT FORTE VACUO 500G;UN;121090;4.71;2.108.00;9.930.79 
2014;8;30;F;NOITE;7845-N-12141;SBT PROTEX 90G L6 P5 LIMPEZA PROF;UN;9111043;5.48;917.00;5.028.60 
2014;4;1;F;TARDE;7846-N-09542;REFRESCO MID 25G LARANJA;UN;1096012;0.42;7.480.00;3.120.23 
2013;6;6;M;NOITE;7847-O-22459;JERKED BEEF FRIBOI TRAS 500G;UN;20120;5.39;122.00;657.58 
2013;2;26;M;MANHÃ;7849-D-07784;TORTA PALMITO BELO SABOR 800G;UN;22091;7.93;368.00;2.918.24 
2013;10;26;M;NOITE;7849-D-07784;TORTA PALMITO BELO SABOR 800G;UN;9095091;7.90;181.00;1.429.30 
2013;1;29;F;NOITE;7850-K-11654;PAO NATURALPAO 500G SOVADO;UN;1095091;1.96;1.037.00;2.029.93 
2015;10;30;M;MANHÃ;7851-I-07451;PAO PANCO 380G INTEGRAL 15 GRAOS;UN;1095091;2.87;1.315.00;3.777.34 
2015;3;1;M;NOITE;7854-G-10082;PAPEL HIG. DAMA FOLHA DUPLA L12 P11;UN;18184;5.30;1.930.00;10.224.18 
2013;4;3;F;TARDE;7856-H-09293;CHA LEAO FUZE 25 SAQ CAMOMILA;UN;9091121;2.40;173.00;415.20 
2013;2;19;M;MANHÃ;7857-V-01401;LMPD CASA/PERF 1L SENSUALID;UN;22043;2.60;1.059.00;2.753.40 
2015;8;26;M;TARDE;7857-W-11794;SUCO NATIVE ORGANICO 1L ACAI/GUAR;UN;9989002;9.42;57.00;536.94 
2013;12;15;F;NOITE;7861-J-05700;CREME VEG BECEL MANT C/SAL 500G;UN;9097151;3.26;1.651.00;5.385.93 
2013;3;2;F;NOITE;7869-M-06400;FILTRO PAPEL MELITTA AROMA 102 30;UN;99023284;1.25;1.769.00;2.214.79 
2013;3;18;M;TARDE;7871-D-13618;CERV. SKOL 300ML RETORNAVEL;UN;3022;3.37;102.975.00;347.369.00 
2015;4;12;F;TARDE;7871-D-13618;CERV. SKOL 300ML SEM VASILHAME;UN;3022;3.44;212.342.00;729.925.63 
2015;6;1;F;MANHÃ;7874-O-00340;RACAO P/CACHORRO KG;KG;1099032;1.14;6.799.53;7.758.26 
2013;8;10;M;MANHÃ;7876-D-14319;POLPA BRASFRUT 100G ACEROLA;UN;91180;0.69;4.996.00;3.430.59 
2013;12;4;F;TARDE;7877-D-02232;LAMPADA FLC ECONOMICA 25X220V 3U;UN;139358;6.65;416.00;2.766.40 
2014;4;28;M;NOITE;7885-T-03967;VINHO SANGUE BOI TINTO SUAVE 750ML;UN;124022;3.18;293.00;931.74 
2015;2;27;M;NOITE;7885-T-08650;BEBIDA SUFRESH 1L SOJA LAR C/CALCIO;UN;92022;1.27;315.00;400.05 
2013;1;11;F;MANHÃ;7891-R-20484;REFRESCO TANG 25G LARANJA;UN;1096012;0.48;17.623.00;8.459.04 
2014;11;27;M;MANHÃ;7905-T-00493;MOLHO SOJA SAKURA 1LITRO;UN;1013012;5.66;327.00;1.849.73 
2013;3;10;M;MANHÃ;7905-T-00493;MOLHO SOJA SAKURA 1LITRO;UN;9013012;5.49;330.00;1.810.60 
2013;2;1;F;MANHÃ;7908-I-14474;CHOCOTTONE BAUDUCCO 500G;UN;1025091;7.44;872.00;6.490.59 
2014;3;22;F;NOITE;7908-I-14474;CHOCOTTONE BAUDUCCO 500G;UN;9025091;6.91;1.850.00;12.783.50 
2013;12;27;M;NOITE;7920-L-17578;SH CLEAR 400ML ANTICASPA COOL MENT;UN;15033;9.07;53.00;480.71 
2015;6;3;M;TARDE;7928-C-13027;ARROZ COMBRASIL BRANCO 5KG TIPO 1;UN;12036001;5.89;2.876.00;16.934.41 
2014;4;17;F;NOITE;7931-P-19239;ERVILHA PREDILECTA 200G;UN;45002;0.59;2.099.00;1.227.92 
2015;8;8;M;MANHÃ;7934-A-04761;ACHOCOLATADO TODDY LIGHT 380G;UN;96081;4.90;1.728.00;8.471.91 
2013;8;11;F;NOITE;7935-W-01097;MILHO PIPOCA YOKI 500G PREMIUM;UN;1095001;1.15;10.990.00;12.679.71 
2013;5;2;M;MANHÃ;7940-P-00958;CASTANHA CAJU TORRADA W4 KG;KG;918002;22.43;58.08;1.302.73 
2014;5;4;F;NOITE;7943-B-02965;TEMPERO CHIMICHURRI C/ PIMENTA KG;KG;190190;24.02;146.41;3.516.35 
2015;6;25;M;MANHÃ;7943-B-02965;TEMPERO CHIMICHURRI C/ PIMENTA KG;KG;12093012;21.20;71.84;1.523.25 
2014;6;1;F;NOITE;7947-K-14328;POLPA BRASFRUT 100G MARACUJA;UN;91180;1.30;3.819.00;4.945.61 
2014;4;13;M;NOITE;7951-C-16993;REF. GUARANA ANTARCTICA 350ML BLACK;UN;12022;1.77;1.383.00;2.452.52 
2015;5;17;M;TARDE;7956-Q-01396;MACA GRANSMITH KG;KG;18080;4.06;742.66;3.015.20 
2015;3;13;M;TARDE;7957-Y-01687;FERMENTO PO OETKER 100G;UN;32012;0.99;3.264.00;3.242.24 
2015;5;20;F;MANHÃ;7958-Q-14433;PAPEL HIG. PERSONAL NEUTRO C/4 30MT;UN;18184;1.25;1.457.00;1.821.25 
2015;1;5;F;TARDE;7961-M-04046;LINGUICA FRIMARCHI FINA KG;KG;1061;8.69;1.477.40;12.833.68 
2015;12;22;M;NOITE;7961-M-04046;LINGUICA FRIMARCHI FINA KG;KG;142061;8.56;1.499.72;12.830.10 
2014;11;6;M;TARDE;7968-O-02544;PAPEL HIG. PRIMAVERA CAMOMILA C/8;UN;18184;2.25;4.853.00;10.932.49 
2015;7;11;F;MANHÃ;7968-U-04660;OVOS IANA BRANCO GRANDE C/6;UN;127040;1.03;12.239.00;12.636.77 
2013;1;1;M;NOITE;7970-O-11553;FRALDA EVOLUTION MEGA CLAS EG C/40;UN;9169;11.09;1.172.00;12.992.15 
2014;10;9;F;NOITE;7971-D-12036;SB PO OMO MULTI ACAO 1.8KGCOMF ALOE;UN;22043;7.51;643.00;4.830.54 
2015;2;7;F;TARDE;7972-V-12934;IOG. VIGOR GREGO 100G FLOCOS;UN;13040;0.98;8.042.00;7.859.23 
2013;11;25;M;TARDE;7973-Z-07919;REQUEIJAO PAULISTA LIGHT 200G;UN;9016040;2.00;2.614.00;5.236.71 
2013;6;27;M;TARDE;7974-X-02398;DA REXONA 105G POWDER;UN;1027033;5.86;1.508.00;8.839.62 
2014;7;1;F;MANHÃ;7976-I-06437;PILHA RAYOVAC AMAR PALITO AAA C/4;UN;2016058;2.02;469.00;947.38 
2015;10;8;F;NOITE;7976-O-03407;CAFE 3 FAZENDAS VACUO 500G;UN;121090;2.97;2.927.00;8.701.55 
2015;9;13;F;MANHÃ;7982-B-00963;FILEZINHO SADIA PEITO TEMPERADO 1KG;UN;232061;6.77;230.00;1.557.10 
2015;2;4;M;TARDE;7982-B-00963;FILEZINHO SADIA PEITO TEMPERADO 1KG;UN;9232061;7.16;320.00;2.290.56 
2013;10;20;M;MANHÃ;7982-L-20227;CIGARRO MINISTER SPECIAL C/10;UN;22042;25.67;250.00;6.417.50 
2013;9;18;F;TARDE;7984-J-11603;QUEIJO PARAHYBA MINAS KG;KG;9016040;8.10;322.49;2.612.17 
2015;11;5;M;TARDE;7984-J-11603;QUEIJO PARAHYBA MINAS KG;KG;9096040;8.10;180.70;1.463.67 
2015;4;9;M;MANHÃ;7986-C-00325;REF. GUARANA ANTARCTICA 2LITRO ZERO;UN;12022;4.55;1.881.00;8.554.37 
2013;11;13;M;NOITE;7988-B-01541;CALDO KNORR 114G CARNE;UN;11014012;1.12;452.00;506.24 
2013;5;9;M;TARDE;7988-V-06163;OLEO COCO COPRA EXTRA VIRGEM 500ML;UN;913151;15.31;450.00;6.888.38 
2014;6;27;F;MANHÃ;7991-Q-09229;QUEIJO SCALA COLONIAL MEIA LUA KG;KG;9096040;12.39;137.29;1.700.34 
2013;2;8;M;TARDE;7991-Z-13593;CERV. ANTARCTICA 269ML SUBZERO LATA;UN;3022;1.24;2.142.00;2.648.94 
2013;10;26;F;NOITE;7993-R-14840;FEIJAO AMERICA 1KG;UN;99333170;1.77;5.502.00;9.716.53 
2015;7;11;M;TARDE;7995-C-14469;DAMASCO TURCO KG;KG;13180;17.79;496.68;8.833.95 
2015;4;6;F;TARDE;7996-Z-04443;ALIMENTO JUSSARA SOJA 1L ORIG;UN;92022;1.53;1.551.00;2.373.03 
2015;10;26;M;MANHÃ;8002-Q-01143;LASCA P.TIPO BACALHAU KG;KG;265030;11.46;2.593.41;29.717.60 
2015;11;29;F;TARDE;8002-Q-01143;P.TIPO BACALHAU DESFIADO KG;KG;265030;9.97;280.71;2.798.68 
2015;2;19;M;MANHÃ;8008-D-04396;YAKISSOBA 500G NISSIN;UN;32091;2.16;188.00;406.08 
2015;11;9;M;TARDE;8009-A-10134;REF. COCA COLA 350ML LEVE12 PAGUE11;UN;12022;12.93;150.00;1.939.50 
2013;3;19;F;MANHÃ;8009-W-10062;FILE PEIXE MEGGS POLACA DO ALAS 1KG;UN;574030;6.75;3.246.00;21.915.91 
2015;6;14;F;MANHÃ;8014-U-14318;POLPA BRASFRUT 100G ABACAXI;UN;91180;0.62;2.462.00;1.518.23 
2015;11;20;M;NOITE;8019-V-00007;LARANJA MURKOTE KG;KG;15080;1.40;3.310.12;4.634.17 
2015;10;3;F;NOITE;8040-K-21495;REF. FANTA 2LITRO MACA VERDE;UN;12022;2.32;957.00;2.217.05 
2015;2;25;F;TARDE;8043-V-14391;PRESUNTO SADIA FAT KG;KG;942061;12.48;1.041.99;13.004.04 
2014;9;29;F;NOITE;8047-W-00997;ARROZ FANTASTICO PARBOILIZADO 5KG;UN;11036001;6.55;1.184.00;7.758.43 
2014;10;19;F;TARDE;8053-I-22737;CHOCOTONE DA SERRA 400G;UN;1025091;2.49;1.464.00;3.645.36 
2014;1;30;M;MANHÃ;8056-R-04503;AZEITE GALLO 500ML EXTRA VIRGEM LT;UN;19051;11.33;35.00;396.55 
2014;10;21;M;TARDE;8056-V-10325;ESCAROLA J WATANABE UNID;UN;925070;0.96;2.014.00;1.928.41 
2015;7;18;F;MANHÃ;8060-Z-12851;BISC. CLUB SOCIAL 156G GERGELIM;UN;135091;1.64;3.546.00;5.819.38 
2013;7;15;F;NOITE;8063-F-00134;OLEO SOYA SOJA PET 900ML;UN;11097051;1.61;25.853.00;41.526.38 
2013;11;13;M;TARDE;8075-N-06478;OLEO SANOL 120ML EUCALIPTO;UN;91921033;6.44;139.00;895.16 
2014;6;7;M;MANHÃ;8092-B-13125;WAFER BAUDUCCO 140G MORANGO;UN;235091;0.99;1.711.00;1.685.34 
2015;3;22;M;MANHÃ;8094-O-02188;FEIJAO FANTASTICO TIPO 1 1KG;UN;99333170;2.66;42.055.00;111.901.35 
2013;11;15;M;NOITE;8095-O-07792;PAO ALHO HIPER 400G RECH;UN;9025091;3.56;5.346.00;19.049.58 
2015;5;24;F;NOITE;8098-K-22204;CD SORRISO 70G TRIPLA LIMP COMPLETA;UN;16033;0.89;4.887.00;4.349.43 
2015;9;11;F;NOITE;8101-S-01664;CARGA GILLETTE MACH 3 C/4;UN;1022128;6.62;100.00;662.00 
2014;9;19;M;MANHÃ;8103-B-10948;MAC. PREDILECTA INST 85G GAL CAIP;UN;32091;0.28;1.521.00;425.88 
